Time,Raw Angle,Low Frequency Carrier,Tremor,Envelope,Torque,WFE Displacement,centeredTorque
0,8.411739,8.409013444047885,0.002543349229259914,0.0015773961171896304,0.014457521331527452,0,135
0.001044,8.4116,8.408964080303496,0.0024933345633699157,0.0015827815376157873,0.01626008691753616,0,136
0.002087,8.411443,8.408914592553602,0.0024255247323767496,0.0015870045254404827,0.0197936169964617,0,138
0.003131,8.411268,8.408864982106007,0.002339905452410266,0.0015902286992239298,0.02315359129185853,0,140
0.004174,8.411077,8.408815250274866,0.002238462357576131,0.0015926186628369603,0.025954709757681375,-0.000001,141
0.005218,8.410874,8.408765398380572,0.0021251810051223334,0.0015943336684168083,0.028384634821849743,-0.000003,143
0.006261,8.410659,8.408715427749641,0.002000046880683223,0.0015955219604088116,0.030347542870779606,-0.000006,144
0.007305,8.410437,8.408665339714604,0.0018680454035598596,0.0015963160590725107,0.03155096510373331,-0.000013,144
0.008348,8.410211,8.408615135613895,0.0017321619320777243,0.0015968292748956062,0.03237521526333148,-0.000023,145
0.009392,8.409982,8.408564816791735,0.0015933817689793804,0.0015971537691412106,0.03281929762120498,-0.000038,145
