time,rawAngle,baseAngle,tremor,envelope,torque,wfeDisp,centeredTorque
0.247322,138,137,-0.0003508852952131087,110,153,117,153
0.248365,138,137,-0.00035836933620194555,110,153,117,153
0.249409,138,137,-0.000352331894342551,110,153,116,153
0.250453,138,137,-0.00033177019749611804,110,153,116,153
0.251496,138,137,-0.00029968172051676777,110,153,116,153
0.25254,138,137,-0.00025706418562643733,110,153,116,153
0.253583,138,137,-0.00020491556269882296,110,153,116,153
0.254627,138,137,-0.0001422340694535848,110,153,115,153
0.25567,138,137,-7.101817153303679e-05,110,153,115,153
0.256714,138,137,1.0733417497491957e-05,110,153,115,153
0.257757,138,137,0.0001030217362630893,110,153,115,153
0.258801,138,137,0.00020684757578810442,110,153,115,153
0.259844,138,137,0.0003222114798044764,110,153,115,153
0.260888,138,137,0.0004511137451522972,110,153,115,153
0.261932,138,137,0.0005945544222863094,110,153,115,153
0.262975,138,137,0.0007525333158720746,110,153,115,153
0.264019,139,137,0.0009270499854801377,110,153,115,153
0.265062,139,137,0.0011191037463897388,110,153,116,153
0.266106,139,137,0.0013266936704802233,110,153,116,153
0.267149,139,137,0.0015508185872256817,110,153,116,153
0.268193,139,137,0.0017914770847821514,110,153,116,153
0.269236,139,137,0.0020446675111890616,110,153,117,153
0.27028,139,137,0.002309387975641875,110,153,117,153
0.271324,139,137,0.002582636349893247,110,153,117,153
0.272367,139,137,0.0028574102697210804,110,153,118,153
0.273411,139,137,0.00313070713652135,110,153,118,153
0.274454,139,137,0.0033945241189853757,110,153,118,153
0.275498,139,137,0.003642858154877262,110,153,119,153
0.276541,139,137,0.003869705952909133,110,153,119,153
0.277585,139,137,0.004067063994704508,110,153,120,153
0.278628,139,137,0.004230928536869391,110,153,120,153
0.279672,139,137,0.004357295613150745,110,153,121,153
0.280716,139,137,0.004444161036695698,110,153,121,153
0.281759,139,137,0.0044915204024006524,110,152,122,152
0.282803,139,137,0.004499369089348364,110,152,122,152
0.283846,139,137,0.004471702263353289,110,152,122,152
0.28489,139,137,0.004412514879579196,110,152,123,152
0.285933,139,137,0.004324801685252234,110,152,123,152
0.286977,139,137,0.004215557222462977,110,152,124,152
0.28802,139,137,0.004089775831061311,110,152,124,152
0.289064,139,137,0.003951451651625421,110,152,124,152
0.290108,139,137,0.003806578628522572,110,152,124,152
0.291151,139,137,0.0036581505130560184,110,152,125,152
0.292195,139,137,0.0035081608666809373,110,152,125,152
0.293238,139,137,0.003360603064309212,110,152,125,152
0.294282,139,137,0.0032164702976843805,110,152,125,152
0.295325,139,137,0.003075755578825333,110,152,125,152
0.296369,139,137,0.002939451743566285,110,152,125,152
0.297412,139,137,0.002806551455142339,110,152,125,152
0.298456,139,137,0.0026770472078564123,110,152,125,152
0.299499,139,137,0.002547931330807083,110,152,125,152
0.300543,138,137,0.0024181959916868136,110,152,125,152
0.301587,138,137,0.002285833200621127,110,152,124,152
0.30263,138,137,0.0021488348140975837,110,152,124,152
0.303674,138,137,0.002004192538925949,110,152,124,152
0.304717,138,137,0.0018508979362641827,110,152,124,152
0.305761,138,137,0.0016849424256865394,110,152,123,152
0.306804,138,137,0.0015063172893146734,110,152,123,152
0.307848,138,137,0.0013120136759813062,110,152,122,152
0.308891,138,137,0.0011020226054383772,110,152,122,152
0.309935,138,137,0.0008763349726011589,110,152,122,152
0.310979,138,137,0.00063594155185016,110,152,121,152
0.312022,138,137,0.00038283300132990863,110,152,121,152
0.313066,138,137,0.00011899986732594605,110,152,121,152
0.314109,138,137,-0.00014956741137628815,110,152,121,152
0.315153,138,137,-0.00042087849907743716,110,152,120,152
0.316196,138,137,-0.0006879431587365768,110,152,120,152
0.31724,138,137,-0.0009477712475319984,110,152,120,152
0.318283,138,137,-0.001196372712387681,110,152,120,152
0.319327,138,137,-0.0014317575855073493,110,152,120,152
0.320371,138,137,-0.0016529359798810577,110,152,119,152
0.321414,138,137,-0.0018589180847922967,110,152,119,152
0.322458,138,137,-0.0020517141613118775,110,152,119,152
0.323501,138,137,-0.0022323345378140284,110,152,119,152
0.324545,138,137,-0.0024047896054579278,110,152,119,152
0.325588,138,137,-0.0025700898137005043,110,152,119,152
0.326632,138,137,-0.002731245665799503,110,152,119,152
0.327675,138,137,-0.0028912677143402934,110,152,119,152
0.328719,138,137,-0.003051166556766465,110,152,118,152
0.329762,138,137,-0.00321295283092108,110,152,118,152
0.330806,138,137,-0.0033736372106125834,110,152,118,152
0.33185,138,137,-0.003532230401191363,110,152,118,152
0.332893,138,137,-0.003686743135155499,110,152,118,152
0.333937,138,137,-0.0038311861677790575,110,152,118,152
0.33498,138,137,-0.003959570272766835,110,152,118,152
0.336024,138,137,-0.004066906237929623,110,152,118,152
0.337067,138,137,-0.004146204860900844,110,152,118,152
0.338111,138,137,-0.0041924769448759775,110,152,118,152
0.339154,138,137,-0.004202733294392848,110,152,118,152
0.340198,138,137,-0.004173984711146036,110,152,118,152
0.341242,138,137,-0.004106241989838077,110,152,119,152
0.342285,138,137,-0.0040015159140682054,110,152,119,152
0.343329,138,137,-0.0038628172522712184,110,152,119,152
0.344372,138,137,-0.0036961567536800263,110,152,119,152
0.345416,138,137,-0.00350754514435815,110,152,119,152
0.346459,138,137,-0.0033029931232471344,110,152,119,152
0.347503,138,137,-0.0030915113582831444,110,152,120,152
0.348546,138,137,-0.002877110482556786,110,152,120,152
0.34959,138,137,-0.002666801090516916,110,152,120,152
0.350634,138,137,-0.002463593734224575,110,152,121,152
0.351677,138,137,-0.0022704989196557592,110,152,121,152
0.352721,138,137,-0.0020885271030516915,110,152,121,152
0.353764,138,137,-0.0019196886873305036,110,152,122,152
0.354808,138,137,-0.0017639940185360595,110,152,122,152
0.355851,138,137,-0.0016194533823500508,110,152,123,152
0.356895,138,137,-0.0014870770006485355,110,152,123,152
0.357938,138,137,-0.001363875028122836,110,152,124,152
0.358982,138,137,-0.0012488575489579307,110,152,125,152
0.360026,138,137,-0.0011420345735445702,110,152,125,152
0.361069,138,137,-0.001040416035270484,110,152,126,152
0.362113,138,137,-0.000944011787346695,110,152,126,152
0.363156,138,137,-0.0008518315997069261,110,152,127,152
0.3642,138,137,-0.0007638851559602348,110,152,127,152
0.365243,138,137,-0.0006781820503913515,110,152,128,152
0.366287,138,137,-0.0005957317850317011,110,152,129,152
0.36733,138,137,-0.0005155437667581591,110,152,129,152
0.368374,138,137,-0.00043762730449444106,110,152,130,152
0.369417,138,137,-0.0003619916064252171,110,152,130,152
0.370461,138,137,-0.0002866457772938371,110,152,131,152
0.371505,138,137,-0.00021159881576181562,110,152,131,152
0.372548,138,137,-0.00013685961180537893,110,152,131,152
0.373592,138,137,-6.1436944196343e-05,110,152,132,152
0.374635,138,137,1.766052198703372e-05,110,152,132,152
0.375679,138,137,9.842423775701902e-05,110,151,132,151
0.376722,138,137,0.00018384577259353965,110,151,132,151
0.377766,138,137,0.00027291681672503564,110,151,133,151
0.378809,138,137,0.0003646291833759447,110,151,133,151
0.379853,138,137,0.0004609748109385014,110,151,133,151
0.380897,138,137,0.0005589457650859061,110,151,133,151
0.38194,138,137,0.0006575342408373548,110,151,133,151
0.382984,138,137,0.0007527325645492984,110,151,133,151
0.384027,138,137,0.0008435331958597425,110,151,133,151
0.385071,138,137,0.0009239287295622351,110,151,133,151
0.386114,138,137,0.0009919118974215705,110,151,133,151
0.387158,138,137,0.0010424755699177581,110,151,133,151
0.388201,138,137,0.0010706127579543174,110,151,133,151
0.389245,138,137,0.0010733166144789238,110,151,133,151
0.390289,138,137,0.0010485804360509117,110,151,133,151
0.391332,138,137,0.000992397664358543,110,151,133,151
0.392376,138,137,0.0009027618876556119,110,151,133,151
0.393419,138,137,0.0007806668421328689,110,151,133,151
0.394463,138,137,0.0006261064132539583,110,151,133,151
0.395506,138,137,0.0004390746369917272,110,151,133,151
0.39655,138,137,0.00022256570102660616,110,151,133,151
0.397593,138,137,-2.1426054132405682e-05,110,151,133,151
0.398637,138,137,-0.00029090613409129103,110,151,132,151
0.39968,138,137,-0.0005798798895812969,110,151,132,151
0.400724,138,137,-0.0008853525155351748,110,151,132,151
0.401768,138,137,-0.0012033290502240332,110,151,132,151
0.402811,137,137,-0.0015288143744657833,110,151,132,151
0.403855,137,137,-0.0018548132109017618,110,151,132,151
0.404898,137,137,-0.002177330123344346,110,151,132,151
0.405942,137,137,-0.002491369516189618,110,151,131,151
0.406985,137,137,-0.0027909356339080376,110,151,131,151
0.408029,137,137,-0.003071032560583546,110,151,131,151
